row_id,ADMINCODE,REGION,ZONE,YEAR,FULL_INDEX,INDEX_WITHOUT_URIR,INDEX_WITHOUT_REPC,INDEX_WITHOUT_BOTH,FULL_RANK,RANK_WITHOUT_URIR,RANK_WITHOUT_REPC,RANK_WITHOUT_BOTH,RANK_CHANGE_WITHOUT_URIR,RANK_CHANGE_WITHOUT_REPC,RANK_CHANGE_WITHOUT_BOTH
202,360000,江西,中部,2013,0.4271360712035113,0.4075106020596734,0.4417861809580648,0.4225696142468703,22,22,22,22,0,0,0
203,130000,河北,东部,2013,0.497885951507994,0.4825278332935248,0.5138741121745916,0.499239199013344,9,9,9,9,0,0,0
204,410000,河南,中部,2013,0.3986431134628038,0.3765807523750887,0.4118011822329095,0.3898629156760218,27,28,27,28,1,0,1
205,330000,浙江,东部,2013,0.5589551515317082,0.5399942839665097,0.5764001702483958,0.5582417502678807,5,5,5,5,0,0,0
206,460000,海南,东部,2013,0.4986799167033111,0.4864900481169254,0.5151110767823236,0.5037712404404904,8,8,8,8,0,0,0
207,420000,湖北,中部,2013,0.4696997335529511,0.4503985671009949,0.4857396047323141,0.4669906676122919,16,17,16,17,1,0,1
208,430000,湖南,中部,2013,0.4112015139801665,0.3978164272979727,0.425171462359845,0.412426904712244,24,24,24,24,0,0,0
209,620000,甘肃,西部,2013,0.3942572342879126,0.4022390630176969,0.4056840882778521,0.4149290092127706,28,23,28,23,5,0,5
210,350000,福建,东部,2013,0.4906340804307681,0.476777778238981,0.5077232602906676,0.4949010947376581,10,10,10,10,0,0,0
211,540000,西藏,西部,2013,0.3237334840698803,0.3145327593678287,0.3323470933005502,0.323287089881317,31,31,31,31,0,0,0
212,520000,贵州,西部,2013,0.3488028214370488,0.3522468463672024,0.3598292037221884,0.3643704662271662,30,30,30,30,0,0,0
213,210000,辽宁,东部,2013,0.4853947978319004,0.4752561181182722,0.501179152816152,0.4920780489296996,11,11,11,11,0,0,0
214,500000,重庆,西部,2013,0.4821448740073684,0.4735629713744372,0.498103369193877,0.4905305599090183,12,12,12,12,0,0,0
215,610000,陕西,西部,2013,0.4505599231963731,0.4520100853464601,0.4654511330664662,0.4683062195672476,17,16,18,16,1,1,1
216,630000,青海,西部,2013,0.4436829047627986,0.4436149834829823,0.4569073372640801,0.4578632467404813,20,18,20,18,2,0,2
217,230000,黑龙江,中部,2013,0.4160927956693237,0.3899667829340616,0.4301674160749047,0.4040770383926829,23,27,23,27,4,0,4
218,310000,上海,东部,2014,0.5503373746753801,0.5364410067325469,0.5457936511710091,0.5311673623924523,7,6,7,7,1,0,0
219,530000,云南,西部,2014,0.3972874780162081,0.3981502164031876,0.4099928760941914,0.4120043896352731,29,28,29,28,1,0,1
220,150000,内蒙古,西部,2014,0.506722229851507,0.5034707504952967,0.5231673258840943,0.5212154674312964,10,8,10,8,2,0,2
221,110000,北京,东部,2014,0.7129850770888274,0.7153308653969128,0.7359693530081455,0.7404371180208198,1,1,1,1,0,0,0
222,220000,吉林,中部,2014,0.5136104468608244,0.4914444083138588,0.5298941746698157,0.5080488520352561,9,10,9,11,1,0,2
223,510000,四川,西部,2014,0.4151935940764027,0.3991991631022769,0.4291666360256374,0.4136825794171054,27,26,27,26,1,0,1
224,120000,天津,东部,2014,0.5568824265693184,0.5305416436854924,0.5744789215698921,0.5486224105998515,6,7,6,6,1,0,0
225,640000,宁夏,西部,2014,0.4610127973330391,0.4526527850319279,0.4758713144652886,0.4684125419081146,20,18,20,18,2,0,2
226,340000,安徽,中部,2014,0.465248665168987,0.4501999668737411,0.4808139801788084,0.4664589681496231,17,20,17,20,3,0,3
227,370000,山东,东部,2014,0.5600093795328421,0.5504561854194627,0.5789507141947916,0.5707106841338566,5,5,5,5,0,0,0
228,140000,山西,中部,2014,0.4758158732688751,0.4675555243833633,0.4923237745951537,0.4851956469630015,16,16,16,16,0,0,0
229,440000,广东,东部,2014,0.5646025177752935,0.5594782766549519,0.5826028721991171,0.5789561281494642,4,3,4,3,1,0,1
230,450000,广西,西部,2014,0.4248830105833161,0.4161001870716387,0.4389243779997462,0.4309684706737418,25,24,25,24,1,0,1
231,650000,新疆,西部,2014,0.4624273731476817,0.4512696646302476,0.4775763140295561,0.4672458970698177,18,19,18,19,1,0,1
232,320000,江苏,东部,2014,0.6108547713284544,0.6002334547326028,0.6276750691800312,0.6181622660082454,2,2,2,2,0,0,0
233,360000,江西,中部,2014,0.4291284625755274,0.4089148096999114,0.4439724695670864,0.4241730653358942,23,25,23,25,2,0,2
234,130000,河北,东部,2014,0.5159726807822977,0.5003666100519878,0.5323316034668016,0.5174527892434585,8,9,8,9,1,0,1
235,410000,河南,中部,2014,0.4182018253191007,0.396119893463754,0.4320343521279557,0.4101372179876674,26,29,26,29,3,0,3
236,330000,浙江,东部,2014,0.5771144222062452,0.5583916002219356,0.5950344230888758,0.5771596182456065,3,4,3,4,1,0,1
237,460000,海南,东部,2014,0.5013084344997044,0.4873165217138088,0.5180803017032432,0.5049043421371219,12,13,12,13,1,0,1
238,420000,湖北,中部,2014,0.4905427107736216,0.471304283014395,0.5071844989025154,0.4885502072611076,14,15,14,15,1,0,1
239,430000,湖南,中部,2014,0.4332813808637191,0.4198137534130029,0.4479430143647128,0.4351691710630106,22,22,22,22,0,0,0
240,620000,甘肃,西部,2014,0.4111812015474219,0.4181000807664533,0.4231929570616229,0.4313801677660684,28,23,28,23,5,0,5
241,350000,福建,东部,2014,0.5052665426600127,0.4912650146237024,0.522778214409335,0.5098462534339332,11,11,11,10,0,0,1
242,540000,西藏,西部,2014,0.3971684493533712,0.3895281168378526,0.4082039538735364,0.4009852085245368,30,30,30,30,0,0,0
243,520000,贵州,西部,2014,0.3706276186621617,0.3726273431306805,0.3822856532837928,0.3853665232774252,31,31,31,31,0,0,0
244,210000,辽宁,东部,2014,0.4999750541211314,0.4900314739392346,0.5159170837044617,0.5070301447812525,13,12,13,12,1,0,1
245,500000,重庆,西部,2014,0.4849622527480466,0.4749916395230338,0.5013212043739352,0.4923595214293384,15,14,15,14,1,0,1
246,610000,陕西,西部,2014,0.4619024796711549,0.4620049604473294,0.477196684786881,0.4786792208808514,19,17,19,17,2,0,2
247,630000,青海,西部,2014,0.4392712042635226,0.4367968512644699,0.4527490758450544,0.4512450801638065,21,21,21,21,0,0,0
248,230000,黑龙江,中部,2014,0.4254694979998691,0.3983262547870761,0.4398996845553118,0.4127822838747351,24,27,24,27,3,0,3
249,310000,上海,东部,2015,0.5684633881616584,0.555108281136616,0.5650734110825676,0.5510983622210001,4,4,7,7,0,3,3
250,530000,云南,西部,2015,0.4048069161500512,0.4044394471866687,0.4177143987806672,0.4184468220968973,30,30,30,30,0,0,0
251,150000,内蒙古,西部,2015,0.5258060827139582,0.5236875145967271,0.5426089017238636,0.5418604749150436,9,8,9,8,1,0,1
252,110000,北京,东部,2015,0.7286476290707371,0.7319038598951334,0.7518159867452953,0.7572319914778619,1,1,1,1,0,0,0
253,220000,吉林,中部,2015,0.4792816676123875,0.4562370908179387,0.4947868803483231,0.4719867621524755,19,22,19,22,3,0,3
254,510000,四川,西部,2015,0.4309598309375213,0.4150983176488727,0.4455208466162539,0.4302341864962667,29,28,29,28,1,0,1
255,120000,天津,东部,2015,0.5632922982580195,0.5370727709091884,0.5811635962994506,0.555444545721078,6,7,5,6,1,1,0
256,640000,宁夏,西部,2015,0.4805932460791014,0.4732096072836343,0.4958660815602267,0.4894452228422709,18,18,18,18,0,0,0
257,340000,安徽,中部,2015,0.4863406180675328,0.4722245237570392,0.5024174358494511,0.4890721299471726,17,19,17,19,2,0,2
258,370000,山东,东部,2015,0.563983388514437,0.554064652751538,0.5828091427642422,0.5741588083359076,5,5,4,4,0,1,1
259,140000,山西,中部,2015,0.4725578865049802,0.4639702264720345,0.4885946204883961,0.4810564710296635,22,21,22,21,1,0,1
260,440000,广东,东部,2015,0.5538228245037605,0.5473115054322072,0.5711993968525346,0.5660321359858078,7,6,6,5,1,1,2
261,450000,广西,西部,2015,0.4446758391585433,0.4357243879119023,0.4591909429789741,0.4510846173008617,25,24,25,24,1,0,1
262,650000,新疆,西部,2015,0.4780189959818156,0.4713164473735779,0.4934227867350642,0.4877661735231351,20,20,20,20,0,0,0
263,320000,江苏,东部,2015,0.6304450233394238,0.6208103335858972,0.6474554962055352,0.6389778271984377,2,2,2,2,0,0,0
264,360000,江西,中部,2015,0.4491047791806188,0.429576213995113,0.464586839140525,0.4455602662294023,23,26,23,26,3,0,3
265,130000,河北,东部,2015,0.5367980333298733,0.5222623178780279,0.5533427138156417,0.5395596772195661,8,9,8,9,1,0,1
266,410000,河南,中部,2015,0.4430461660092085,0.422000800599508,0.4574199657814701,0.4366341521434921,26,27,26,27,1,0,1
267,330000,浙江,东部,2015,0.5861976084547962,0.5675079824824264,0.6039767767841604,0.586095172989102,3,3,3,3,0,0,0
268,460000,海南,东部,2015,0.5184808565575465,0.5043914145709959,0.535709992488181,0.5224635243688331,11,11,11,11,0,0,0
269,420000,湖北,中部,2015,0.5163000752499091,0.4983633862486154,0.5333396487822439,0.5160653783481621,12,14,12,14,2,0,2
270,430000,湖南,中部,2015,0.4465336502947265,0.4334825114204438,0.4615336695215142,0.4492210906868653,24,25,24,25,1,0,1
271,620000,甘肃,西部,2015,0.4332258997157412,0.4402109327007623,0.4457547191958506,0.4540382169291174,28,23,28,23,5,0,5
272,350000,福建,东部,2015,0.5194604685928279,0.5058897489055355,0.5370832712455599,0.5245936469071031,10,10,10,10,0,0,0
273,540000,西藏,西部,2015,0.4995948285478021,0.5015341348705405,0.5134463945530121,0.516478247754427,15,13,15,13,2,0,2
274,520000,贵州,西部,2015,0.3983802828385393,0.4009314538811953,0.4110572858019916,0.4148200753383612,31,31,31,31,0,0,0
275,210000,辽宁,东部,2015,0.5017317649004244,0.4911083295097382,0.5167571724669785,0.5070157782742334,14,15,14,15,1,0,1
276,500000,重庆,西部,2015,0.5113942491316057,0.5015951283116329,0.5284305496707719,0.5196941909171807,13,12,13,12,1,0,1
277,610000,陕西,西部,2015,0.4885463398977466,0.4894825150080452,0.5045273503653808,0.5069272361796758,16,16,16,16,0,0,0
278,630000,青海,西部,2015,0.4757949416347048,0.4762455802140316,0.4898525698783937,0.4914073066434326,21,17,21,17,4,0,4
279,230000,黑龙江,中部,2015,0.4350574665184871,0.4087711947699833,0.4491705927161171,0.4228717001374691,27,29,27,29,2,0,2
280,310000,上海,东部,2016,0.5924689877522643,0.5801844479970372,0.5869825440931887,0.5739540822342883,4,3,5,6,1,1,2
281,530000,云南,西部,2016,0.4355105685727615,0.4362979744963503,0.4490739800186282,0.4510451687745225,28,28,28,28,0,0,0
282,150000,内蒙古,西部,2016,0.5285573462242097,0.5268340426221653,0.5455296701617149,0.5452249476783413,11,7,11,7,4,0,4
283,110000,北京,东部,2016,0.7442836967845038,0.7484480046520219,0.7677120489925794,0.7740877933464325,1,1,1,1,0,0,0
284,220000,吉林,中部,2016,0.4858505949790201,0.4629756348930951,0.5014421341253169,0.4788214302733097,17,21,17,21,4,0,4
285,510000,四川,西部,2016,0.4399083822564618,0.4239089523213797,0.4547485857335974,0.4393439052046118,27,29,27,29,2,0,2
286,120000,天津,东部,2016,0.5510929879234211,0.5241430389482556,0.5687154879038895,0.5422022923914195,7,8,7,9,1,0,2
287,640000,宁夏,西部,2016,0.4781292674735548,0.4706655533965959,0.4934651021498107,0.4869890116568462,20,19,21,19,1,1,1
288,340000,安徽,中部,2016,0.5074916001323173,0.4947998396724137,0.5243314926027188,0.5125526677921746,14,14,14,14,0,0,0
289,370000,山东,东部,2016,0.5714364939409472,0.561943189354571,0.5905209384375905,0.5823418317915978,5,5,4,4,0,1,1
290,140000,山西,中部,2016,0.4973758343526374,0.4898741075914959,0.5138884831878965,0.5075067063091468,15,15,15,15,0,0,0
291,440000,广东,东部,2016,0.5617246166500021,0.5556888643188617,0.5795482597562207,0.5749349019467674,6,6,6,5,0,0,1
292,450000,广西,西部,2016,0.4511330165864302,0.4411469864345635,0.4658706585188538,0.4567065244331734,25,26,25,26,1,0,1
293,650000,新疆,西部,2016,0.4890357717727659,0.483205292456277,0.5044560410477011,0.4996921245301514,16,16,16,16,0,0,0
294,320000,江苏,东部,2016,0.638030014499881,0.628820068701144,0.6549693380996124,0.6469340766887176,2,2,2,2,0,0,0
295,360000,江西,中部,2016,0.4774708643430308,0.4592494394203132,0.4936375047713195,0.4760190222638577,21,22,20,22,1,1,1
296,130000,河北,东部,2016,0.5316137740037931,0.5170098813707162,0.548200094014374,0.5343739501705398,10,10,10,11,0,0,1
297,410000,河南,中部,2016,0.4647073563343165,0.4443559160550251,0.4797435624113972,0.4597404436274058,23,25,22,25,2,1,2
298,330000,浙江,东部,2016,0.5957856596496827,0.5777198744047237,0.6138370583293672,0.596645349378848,3,4,3,3,1,0,0
299,460000,海南,东部,2016,0.5241323119590158,0.5096945421064196,0.5413146112141325,0.5276839562091248,12,12,12,13,0,0,1
300,420000,湖北,中部,2016,0.5330776866222835,0.5169397311809817,0.5506288776452013,0.5352812432907148,9,11,9,10,2,0,1
301,430000,湖南,中部,2016,0.4630820720260252,0.4511123820945533,0.4785551699324535,0.4674132838866143,24,24,24,24,0,0,0
302,620000,甘肃,西部,2016,0.4451523914751613,0.4535936631809279,0.458131826668269,0.4679917632846364,26,23,26,23,3,0,3
303,350000,福建,东部,2016,0.5363410568481617,0.523505471687147,0.5542023295767595,0.5424839032430941,8,9,8,8,1,0,0
304,540000,西藏,西部,2016,0.3691271375490635,0.3614180687323241,0.3788454318238891,0.3714180390471891,31,31,31,31,0,0,0
305,520000,贵州,西部,2016,0.434704378493259,0.4390127827732199,0.4483037655336845,0.4539681907091337,29,27,29,27,2,0,2
306,210000,辽宁,东部,2016,0.485510159208936,0.4732575488659463,0.5000177462890275,0.4885559829728975,18,18,18,18,0,0,0
307,500000,重庆,西部,2016,0.5191040616747414,0.5091723869378696,0.536541098600338,0.5277188736283152,13,13,13,12,0,0,1
308,610000,陕西,西部,2016,0.4822203811917828,0.4823908780672486,0.4978435324822448,0.499406599666067,19,17,19,17,2,0,2
309,630000,青海,西部,2016,0.4651957599018899,0.4650112198130255,0.4790946799737508,0.4799942240786961,22,20,23,20,2,1,2
310,230000,黑龙江,中部,2016,0.4301993023981746,0.4035469885519289,0.4442875076212345,0.4176209921147551,30,30,30,30,0,0,0
311,310000,上海,东部,2017,0.625287605485936,0.6146506078242506,0.6192443196839055,0.6078479417364973,3,3,4,4,0,1,1
312,530000,云南,西部,2017,0.4431240282888977,0.4433638787312481,0.4565663006463502,0.457918354909281,29,30,29,30,1,0,1
313,150000,内蒙古,西部,2017,0.5282679935478084,0.5263655079547704,0.5449012977981748,0.5443655058814871,14,12,14,12,2,0,2
314,110000,北京,东部,2017,0.7739379165353965,0.7801151295686174,0.7978074583725023,0.8063010727530888,1,1,1,1,0,0,0
315,220000,吉林,中部,2017,0.4807677722426522,0.4575403257554864,0.4961986204884686,0.473198695784677,22,25,22,25,3,0,3
316,510000,四川,西部,2017,0.4621130027767662,0.4470451073966509,0.4773858247156135,0.462971616059429,27,28,27,28,1,0,1
317,120000,天津,东部,2017,0.5932904551151509,0.568913354961606,0.6132001757527763,0.5895154034028561,5,7,5,7,2,0,2
318,640000,宁夏,西部,2017,0.5103502652873775,0.5045066083135541,0.5262930111439335,0.5215287920801122,16,17,16,17,1,0,1
319,340000,安徽,中部,2017,0.5407022538675879,0.529761563408391,0.5580361333576636,0.5480865165043737,10,11,10,11,1,0,1
320,370000,山东,东部,2017,0.5797110851209816,0.5706743083070047,0.5989195064894324,0.5912230674505121,7,6,7,6,1,0,1
321,140000,山西,中部,2017,0.5132517615117986,0.5065274036847967,0.5302744420407114,0.5247551511652995,15,15,15,15,0,0,0
322,440000,广东,东部,2017,0.5809800615505939,0.5760754517876842,0.5989333956643305,0.5954883184237988,6,5,6,5,1,0,1
323,450000,广西,西部,2017,0.472797770763512,0.4629789733442002,0.4879013027966593,0.4789160041423083,25,23,25,23,2,0,2
324,650000,新疆,西部,2017,0.4935870680065588,0.4879764993351692,0.5092189222869543,0.5047175378319513,21,19,21,19,2,0,2
325,320000,江苏,东部,2017,0.6410017767404486,0.6319215813956458,0.6576672224797078,0.6497396425048637,2,2,2,2,0,0,0
326,360000,江西,中部,2017,0.4996318187360348,0.4826557887399412,0.5162161807460475,0.4999178043920779,19,20,19,20,1,0,1
327,130000,河北,东部,2017,0.5648871113394381,0.5523523565757652,0.5820735883930268,0.5704315013368817,8,8,8,8,0,0,0
328,410000,河南,中部,2017,0.4939474320416315,0.4753927289546168,0.5097160082942396,0.4916442535810634,20,21,20,21,1,0,1
329,330000,浙江,东部,2017,0.6140312432265973,0.5967765960358797,0.6322193761706921,0.6158740690827597,4,4,3,3,0,1,1
330,460000,海南,东部,2017,0.5304513680515459,0.5161018617772619,0.5478425140142971,0.5343271829789563,13,13,13,14,0,0,1
331,420000,湖北,中部,2017,0.5321184250444013,0.5160134825288869,0.5497307109915279,0.5344362575000181,12,14,12,13,2,0,1
332,430000,湖南,中部,2017,0.4683373014920599,0.4566977195715921,0.4837900103175194,0.4729774170934781,26,26,26,26,0,0,0
333,620000,甘肃,西部,2017,0.4520879528474564,0.4609643442879021,0.4653902578667692,0.4757509973648378,28,24,28,24,4,0,4
334,350000,福建,东部,2017,0.5462614216193066,0.5338699762508846,0.5643311979239023,0.5531021044289345,9,9,9,9,0,0,0
335,540000,西藏,西部,2017,0.4176817513044878,0.4109248223374853,0.4295455890130677,0.423340551569891,31,31,31,31,0,0,0
336,520000,贵州,西部,2017,0.442363038626107,0.4465074344537237,0.4561264667953812,0.4616340801838515,30,29,30,29,1,0,1
337,210000,辽宁,东部,2017,0.5081422607638972,0.4971896036667219,0.5229743948489076,0.5128936185327045,17,18,17,18,1,0,1
338,500000,重庆,西部,2017,0.5390426897396567,0.5298593814926695,0.5567419627269542,0.5486971385584101,11,10,11,10,1,0,1
339,610000,陕西,西部,2017,0.5042283377803014,0.5051087909468007,0.5202478016718209,0.5225699139248137,18,16,18,16,2,0,2
340,630000,青海,西部,2017,0.4745883153012413,0.4751967628381442,0.4890072701020373,0.4908137125459511,24,22,24,22,2,0,2
341,230000,黑龙江,中部,2017,0.4751139006662332,0.4509639667748522,0.4900572255535209,0.4660349117962274,23,27,23,27,4,0,4
342,310000,上海,东部,2018,0.6329144879089487,0.622468907532568,0.62575777094867,0.6144525263362756,3,3,5,5,0,2,2
343,530000,云南,西部,2018,0.446276699250354,0.446014045586916,0.4599573250479275,0.4608229383412885,30,30,30,30,0,0,0
344,150000,内蒙古,西部,2018,0.5368342678248613,0.5338215691197105,0.5536170624954081,0.5519251859388925,16,15,16,15,1,0,1
345,110000,北京,东部,2018,0.7496532332593424,0.7542832708154824,0.7730098662377077,0.7798793089609667,1,1,1,1,0,0,0
346,220000,吉林,中部,2018,0.4904113432504899,0.4680152048163395,0.5060168303615462,0.4838947845938186,24,27,24,27,3,0,3
347,510000,四川,西部,2018,0.4919178579104845,0.4781237865205192,0.507816448256125,0.4947639377867589,23,25,23,24,2,0,1
348,120000,天津,东部,2018,0.544525722832643,0.5173382958219371,0.5634473850542215,0.5367740411420929,15,16,14,16,1,1,1
349,640000,宁夏,西部,2018,0.5448983561619599,0.5406901367104545,0.5616705926305839,0.5586676455809727,14,13,15,13,1,1,1
350,340000,安徽,中部,2018,0.558273581149461,0.5478887086843961,0.5760510074576658,0.5667163562737771,11,11,11,11,0,0,0
351,370000,山东,东部,2018,0.5899280588715918,0.581312937266127,0.6093837263163286,0.6021324904509425,6,6,6,6,0,0,0
352,140000,山西,中部,2018,0.5477531561504446,0.5416340888955867,0.5657138086868577,0.5608948827832998,13,12,13,12,1,0,1
353,440000,广东,东部,2018,0.6089167779336179,0.6053546634423688,0.6273740367142355,0.625353553999853,5,5,4,3,0,1,2
354,450000,广西,西部,2018,0.481222971694021,0.469741591439915,0.496585126812646,0.4858858913700717,26,26,26,26,0,0,0
355,650000,新疆,西部,2018,0.5213318051886864,0.5159879981119659,0.5373305449642581,0.533100436270039,18,17,18,17,1,0,1
356,320000,江苏,东部,2018,0.6439864372730209,0.6347616664968919,0.6603358073309861,0.6522251728517652,2,2,2,2,0,0,0
357,360000,江西,中部,2018,0.5139688409566888,0.4974979549000266,0.5308081659745083,0.5150507455852503,20,20,19,20,0,1,0
358,130000,河北,东部,2018,0.589581862236038,0.5779156499811473,0.607337917923918,0.5966155889955318,7,7,7,7,0,0,0
359,410000,河南,中部,2018,0.5269783171767276,0.509991942860826,0.5434692220262386,0.5270759105290731,17,19,17,19,2,0,2
360,330000,浙江,东部,2018,0.6225543549394907,0.6054110010140629,0.6407903083013127,0.6245671937029404,4,4,3,4,0,1,0
361,460000,海南,东部,2018,0.5523571271605796,0.5390355807690045,0.5698964000337507,0.5574216799325147,12,14,12,14,2,0,2
362,420000,湖北,中部,2018,0.5629058237841057,0.5484858164704032,0.5810611351087235,0.567545017887083,9,10,9,10,1,0,1
363,430000,湖南,中部,2018,0.499628523615967,0.489430858404134,0.5156485233910268,0.5063633187398409,22,22,22,22,0,0,0
364,620000,甘肃,西部,2018,0.4694317387405513,0.4784920114460457,0.4830248619137017,0.4935873960007903,28,24,28,25,4,0,3
365,350000,福建,东部,2018,0.5763504779570922,0.5653816633898401,0.5951715882002151,0.5854959834416383,8,8,8,8,0,0,0
366,540000,西藏,西部,2018,0.3917438043169247,0.3828408575506741,0.4029664463430435,0.394474819963806,31,31,31,31,0,0,0
367,520000,贵州,西部,2018,0.4570732398744531,0.4614774043050337,0.4711797947135558,0.4769833772811217,29,28,29,28,1,0,1
368,210000,辽宁,东部,2018,0.5067085876184884,0.4958719960866583,0.5228745326681932,0.5130443828467735,21,21,21,21,0,0,0
369,500000,重庆,西部,2018,0.5594050940530464,0.5510574736438101,0.5774637896089776,0.5703024583397858,10,9,10,9,1,0,1
370,610000,陕西,西部,2018,0.5142072499405166,0.5149571659618023,0.5305044201066744,0.5327140075665471,19,18,20,18,1,1,1
371,630000,青海,西部,2018,0.488336136457321,0.4885311235848233,0.5031792933687205,0.504590775065683,25,23,25,23,2,0,2
372,230000,黑龙江,中部,2018,0.4754580170148104,0.4500340188242677,0.4905143075657339,0.465183771581762,27,29,27,29,2,0,2
373,310000,上海,东部,2019,0.6340185607835607,0.6232306172151446,0.6254734752279698,0.6137156937384515,5,6,8,8,1,3,3
374,530000,云南,西部,2019,0.4636845867774614,0.4627558309174722,0.4776868774626628,0.4778683171412832,30,30,30,30,0,0,0
375,150000,内蒙古,西部,2019,0.5370237163536028,0.5312447031967342,0.5539750549926459,0.5494220707214945,19,19,19,19,0,0,0
376,110000,北京,东部,2019,0.7351015911961629,0.7386200192518252,0.7582271746654234,0.7639471412642191,1,1,1,1,0,0,0
377,220000,吉林,中部,2019,0.515539802627659,0.4936649253094458,0.5314470927580165,0.5098510986598703,25,25,25,25,0,0,0
378,510000,四川,西部,2019,0.5190970010947612,0.5063151047750671,0.5355940166640729,0.5236340354611648,23,23,23,23,0,0,0
379,120000,天津,东部,2019,0.6523880535436122,0.6313926736383357,0.673109306620106,0.6529292643472496,3,3,2,3,0,1,0
380,640000,宁夏,西部,2019,0.5381186078451614,0.5322470087589468,0.5548980381577775,0.550185132221843,18,18,18,18,0,0,0
381,340000,安徽,中部,2019,0.5919811781700227,0.5829663022332939,0.610231837976426,0.6023221335365881,10,10,10,10,0,0,0
382,370000,山东,东部,2019,0.5965541082517765,0.5870761511249706,0.6160024646935273,0.607832413228376,9,9,9,9,0,0,0
383,140000,山西,中部,2019,0.5844770177961917,0.5786873831232741,0.6028865823611543,0.5983864675400506,12,11,12,11,1,0,1
384,440000,广东,东部,2019,0.6312577877456338,0.6283129897771438,0.6500063940450481,0.6486259854266306,6,4,5,4,2,1,2
385,450000,广西,西部,2019,0.4989592683248587,0.4869122270719062,0.5147902050377031,0.5035417335343496,27,28,27,28,1,0,1
386,650000,新疆,西部,2019,0.5455914815592784,0.5392883966569568,0.5621336895385937,0.5569332865443318,15,16,15,16,1,0,1
387,320000,江苏,东部,2019,0.6538483005067272,0.6448680624428801,0.6699502058572786,0.6620559252560322,2,2,3,2,0,1,0
388,360000,江西,中部,2019,0.5365297368593515,0.5206873001702775,0.553645409132187,0.5385344680716132,20,21,20,21,1,0,1
389,130000,河北,东部,2019,0.6106508050872336,0.59953733840324,0.6287871755062977,0.6186511469294345,8,8,7,7,0,1,1
390,410000,河南,中部,2019,0.525704523482292,0.507452602056338,0.5422607239785309,0.5245663195804184,21,22,21,22,1,0,1
391,330000,浙江,东部,2019,0.640056366227055,0.6233650759609556,0.658193559444936,0.6424017307622114,4,5,4,5,1,0,1
392,460000,海南,东部,2019,0.5668766645736316,0.5545702334752838,0.5848124343846042,0.5734353474800261,14,14,14,14,0,0,0
393,420000,湖北,中部,2019,0.5873279930499578,0.5741864211531426,0.6058229837919581,0.5936410697040901,11,12,11,12,1,0,1
394,430000,湖南,中部,2019,0.5431661137706575,0.5351379600647408,0.560071248043337,0.5530865128852798,17,17,17,17,0,0,0
395,620000,甘肃,西部,2019,0.469733002819084,0.4777887243094879,0.4834842365350935,0.4930310348329981,29,29,29,29,0,0,0
396,350000,福建,东部,2019,0.6130973589703549,0.6034676143794337,0.6324873245341203,0.6242198071873534,7,7,6,6,0,1,1
397,540000,西藏,西部,2019,0.4107959796187151,0.4017289165416503,0.4229421879231718,0.4143938556388238,31,31,31,31,0,0,0
398,520000,贵州,西部,2019,0.4846326079693308,0.4893337314298954,0.4992600486275582,0.5053935092851972,28,27,28,27,1,0,1
399,210000,辽宁,东部,2019,0.5119515641642967,0.4992879060578874,0.5289664255906129,0.5172884928958186,26,24,26,24,2,0,2
400,500000,重庆,西部,2019,0.5776072517151349,0.5696407458635285,0.5957965262589989,0.5890107018515567,13,13,13,13,0,0,0
401,610000,陕西,西部,2019,0.5451807837875073,0.5466459585431613,0.5620570330301632,0.565032141058176,16,15,16,15,1,0,1
402,630000,青海,西部,2019,0.5224306909206982,0.5222272761577864,0.53791656347407,0.5389274377162062,22,20,22,20,2,0,2
403,230000,黑龙江,中部,2019,0.5162435036874646,0.4918635184533197,0.5319717164980862,0.5077369048126815,24,26,24,26,2,0,2
404,310000,上海,东部,2020,0.6024571784448549,0.5883631446980849,0.6250628986574679,0.6124861185889382,4,4,4,4,0,0,0
405,530000,云南,西部,2020,0.4515051728922104,0.446724355104151,0.4654096756716492,0.4615953886539743,30,30,30,30,0,0,0
406,150000,内蒙古,西部,2020,0.5392438816952533,0.5289801077060698,0.5561566808916689,0.5469122680853061,16,14,16,14,2,0,2
407,110000,北京,东部,2020,0.6784549055448296,0.6775211597451616,0.700575452101089,0.7016223843507914,1,1,1,1,0,0,0
408,220000,吉林,中部,2020,0.514002657895105,0.4899746498888167,0.5298972770463297,0.5060693015275972,25,27,25,27,2,0,2
409,510000,四川,西部,2020,0.5221682635434383,0.5080647072986771,0.5388354587635514,0.5255280657315646,22,22,22,22,0,0,0
410,120000,天津,东部,2020,0.5491414367642642,0.5220968728003144,0.567079214350978,0.5404557719305854,12,18,12,18,6,0,6
411,640000,宁夏,西部,2020,0.5290112673287447,0.5200122739179195,0.5450879775864697,0.5370615531088031,20,19,20,20,1,0,0
412,340000,安徽,中部,2020,0.5707633898350255,0.55905417567261,0.588525918684269,0.5778031081309845,10,10,10,10,0,0,0
413,370000,山东,东部,2020,0.5987618945605313,0.588041468541369,0.6180591598043134,0.6085669939904773,5,5,5,5,0,0,0
414,140000,山西,中部,2020,0.5920886752560205,0.5849395382609804,0.6104127225805391,0.6044790301825393,8,8,8,7,0,0,1
415,440000,广东,东部,2020,0.5924781479767764,0.5855323781536341,0.6124251957162249,0.607009067383969,7,6,7,6,1,0,1
