row_id,ADMINCODE,REGION,ZONE,YEAR,PCGDP,PCRS,FSR,TIG,RUUR,HBTP,IPR,URIR,GCR,WEI,SDEI,EPES,UGPR,UWPR,PCURA,REPC
63,110000,北京,东部,2015,113692,56087.2943327239,82.330201997316,81.5965874466789,1.4,51.4,76,2.569838,48.4,6.12342659741476,0.0002873389267568,5.28539310176552,100.0,100.0,7.62,1775.601375
64,110000,北京,东部,2016,123391,59840.0911161731,79.31079155331,82.2659497359585,1.4,53.86,78,2.567234,48.4,6.15427569782406,5.54709110542432e-05,5.6718127855378,100.0,100.0,7.62,1880.068729
65,110000,北京,东部,2017,136172,63508.2041932543,79.5774947139217,82.6948432218987,1.4,55.58,78,2.574505,48.4,6.15427569782406,2.17514975069437e-05,6.71753219635638,100.0,100.0,7.44,2143.205575
66,110000,北京,东部,2018,150962,65795.1642335766,77.440597047687,83.0909804869208,1.4,57.39,78,2.566629,48.4,6.15427569782406,8.1556213375219e-06,5.34636609056098,100.0,100.0,7.57,2301.766784
67,110000,北京,东部,2019,161776,68823.7442922374,78.5225540921602,83.6882954202415,1.3,59.33,78,2.552855,48.5,6.15427569782406,5.36040242515891e-06,4.16849459854567,100.0,99.06,7.68,2446.570397
68,110000,北京,东部,2020,164158,62769.7578803106,77.0622721741159,83.7315994914212,2.6,58.0,78,2.509527,49.0,6.15427569782406,5.00788742269074e-06,3.32903327346975,100.0,98.39,7.67,2391.208791
69,110000,北京,东部,2021,187526,68055.2763819095,82.3346453632972,81.7266649774885,3.2,59.51,78,2.447767,49.3,6.15427569782406,3.41084062603543e-06,3.45920678628531,100.0,98.8,7.72,2449.81685
70,110000,北京,东部,2022,189988,63272.4358974359,76.5061620130805,83.7576942242465,3.2,61.32,78,2.41765,49.8,6.15427569782406,2.64799270116921e-06,2.98427531914609,100.0,99.81,8.04,2237.269373
71,110000,北京,东部,2023,200278,66266.6971637694,77.5424180649208,84.8469060138435,3.2,63.51,78,2.372986,49.8,6.15427569782406,2.51367094219242e-06,2.7683236631645,100.0,100.0,8.87,2745.864662
72,110000,北京,东部,2024,228167,64555.1992670637,75.8970425702199,85.2673690039344,3.2,63.51,78,2.319952,49.8,6.15427569782406,2.51367094219242e-06,2.7683236631645,100.0,100.0,8.87,2745.864662
73,220000,吉林,中部,2007,14966,7466.30036630037,36.2870009957455,45.2785334411685,3.9,36.65,32,2.572102,31.3,23.9830404627111,0.0097786927431806,3.4455055671223,82.38,88.03,9.56,255.121188
74,220000,吉林,中部,2008,17696,9324.06730065838,35.8268650645697,45.1568866734234,4.0,36.65,32,2.472905,31.5,22.2932136430389,0.0078184789128591,3.86486120055588,84.82,88.63,10.39,271.149335
75,220000,吉林,中部,2009,19858,10793.0656934307,32.9290634865908,45.8360933245014,4.0,39.42,32,2.517209,32.8,20.1874954000147,0.0066791786266283,3.34502876535448,85.48,88.75,10.94,293.119625
76,220000,吉林,中部,2010,23370,12759.0098289043,33.7059728633375,46.7405038608533,3.8,42.2,32,2.327551,34.1,17.8505576788082,0.0055580687933858,4.00335711288292,85.64,89.6,12.39,308.352849
77,220000,吉林,中部,2011,28270,15118.5321100917,38.6103717968516,47.8033770330722,3.7,44.47,35,2.232512,34.2,15.0184883510459,0.0053422284281022,4.65177541399075,88.28,92.71,11.9,334.724409
78,220000,吉林,中部,2012,32005,17690.5114899926,42.1353998057624,48.0202811707767,3.7,46.45,39,2.213934,33.9,13.7714911269878,0.0046496888684028,4.60707348656523,89.46,92.38,12.61,375.876121
79,220000,吉林,中部,2013,35139,20338.8305847076,42.1508228256236,48.8496908113154,3.7,48.43,42,2.180861,31.4,12.4845405657676,0.0040465002810806,4.62072055989304,91.43,93.84,13.61,408.382727
80,220000,吉林,中部,2014,37539,23016.2755488266,41.307131210847,49.0794160437465,3.4,51.23,45,2.153803,35.8,12.2581648522551,0.0037355139718055,4.81592722903973,91.98,93.79,14.62,427.256792
81,220000,吉林,中部,2015,38128,13668.9628779181,38.2129868515122,49.0077859852266,3.5,52.48,48,2.19857,36.1,12.6679976043122,0.0036224795368336,3.65857449255541,92.46,93.64,14.52,448.057814
82,220000,吉林,中部,2016,40259,14853.5255161667,35.2411679573017,51.7454684952527,3.5,55.32,51,2.188402,35.0,9.30977270547617,0.0013810300182219,3.40593794355412,93.0,93.4,14.98,482.813975
83,220000,吉林,中部,2017,42890,15804.829770388,32.5013688629312,53.3894891045596,3.5,56.55,51,2.186795,35.8,9.30977270547617,0.0011234206189342,3.08987256154515,92.99,94.85,14.3,520.235756
84,220000,吉林,中部,2018,44925,16400.1610305958,32.7447032528585,53.6849775187048,3.5,61.76,51,2.194646,37.6,9.30977270547617,0.0007961755140485,3.18741605292393,93.04,93.89,13.81,564.300412
85,220000,吉林,中部,2019,47554,17163.3986928105,28.3964082147343,53.7631749496879,3.1,63.3,51,2.162493,39.2,9.30977270547617,0.0008391035917726,3.76186626396367,91.8,94.7,14.13,584.451544
86,220000,吉林,中部,2020,50561,15863.6932055023,26.2896851837942,52.0814295039165,3.4,71.9,51,2.078546,40.4,9.30977270547617,0.000558093994778,3.18692954251945,92.93,95.6,15.71,770.982143
87,220000,吉林,中部,2021,55148,17616.4210526316,30.9448069161771,51.9735942509002,3.3,74.34,51,2.020519,41.1,9.30977270547617,0.0004732675975022,3.03691801646812,94.85,95.91,16.19,831.149425
88,220000,吉林,中部,2022,54279,16035.3492333901,21.0434692297991,52.72778336883,3.3,75.47,51,1.956049,42.7,9.30977270547617,0.0004298608998213,2.62289163478824,96.54,96.46,17.15,689.788732
89,220000,吉林,中部,2023,57739,17485.6776400171,24.3902106947139,53.9597374955658,3.3,78.53,51,1.925996,42.8,9.30977270547617,0.0004064680146624,3.45779865436763,96.83,96.35,17.51,1055.151515
90,220000,吉林,中部,2024,61689,18265.4294346137,25.4955670211195,57.0551207419993,3.3,78.53,51,1.891277,42.8,9.30977270547617,0.0004064680146624,3.45779865436763,96.83,96.35,17.51,1055.151515
91,510000,四川,西部,2007,12963,5051.80263319798,48.3682274760819,37.7557493301521,4.2,27.36,24,2.976287,34.2,23.9499720699482,0.0111597125571619,4.0451814249089,78.92,86.55,10.33,235.594192
92,510000,四川,西部,2008,15685,6076.18579503564,35.3245185378608,38.0269986359574,4.6,27.36,24,2.899631,35.3,20.5659208855302,0.0089995453191389,2.68411539491934,81.09,88.09,10.78,251.629368
93,510000,四川,西部,2009,17387,7035.67501527184,32.7118238124944,37.8912801431934,4.3,30.43,24,2.918753,36.4,18.5128888137218,0.0080003664397558,3.18794002317084,83.38,89.68,11.5,266.633446
94,510000,四川,西部,2010,21230,8557.86202610317,36.6763113025425,38.0654637499419,4.1,33.5,24,2.845185,37.9,14.8678068830988,0.0065661139751985,2.65360570035557,84.39,90.8,11.84,294.389027
95,510000,四川,西部,2011,26136,10281.25,43.7395720140666,38.8672218289954,4.2,36.95,28,2.734358,38.2,13.2940634367177,0.0042848524291122,2.47704773557622,87.09,91.83,12.14,316.847942
96,510000,四川,西部,2012,29627,11901.0513296228,44.4189037220762,39.915727518978,4.0,48.31,32,2.715285,38.7,11.8573805303816,0.0036133498311206,2.49385891370191,87.96,92.04,12.72,340.524017
97,510000,四川,西部,2013,32750,13566.4076951535,44.7539025640943,40.8843050003771,4.1,52.63,35,2.652189,38.4,11.6014782411947,0.003079794856324,2.57116724080561,89.68,91.76,13.24,366.367914
98,510000,四川,西部,2014,35563,15226.6863251014,45.0381881555658,42.5176437197357,4.2,56.46,37,2.592426,37.5,11.4663237722082,0.0027565391657696,2.48197263047313,90.89,91.12,13.32,389.45797
99,510000,四川,西部,2015,37150,16879.4533918985,44.7540583473713,44.4552105991695,4.1,59.58,40,2.557334,38.7,11.2585525014831,0.0023650385604113,2.25821639450964,92.46,93.05,13.63,412.287736
100,510000,四川,西部,2016,40297,18809.4776390741,42.3136040075466,47.6418667109254,4.2,62.84,44,2.529233,39.9,10.6470117838768,0.0009291307693468,2.07706685945243,91.78,93.07,13.73,443.722734
101,510000,四川,西部,2017,45835,20996.9839546387,41.1511071035888,50.3190863498579,4.0,67.87,44,2.513045,40.0,10.6470117838768,0.0005888389688986,2.27435834916662,91.22,94.91,13.72,471.45359
102,510000,四川,西部,2018,51658,23243.2399951929,40.2885397888231,52.2531531090553,3.5,71.8,44,2.491636,40.5,10.6470117838768,0.0004468312739935,2.33736801442184,93.7,95.7,14.63,513.362626
103,510000,四川,西部,2019,55619,25620.1652496707,39.338646350031,52.5588929293975,3.3,75.43,44,2.464485,41.8,10.6470117838768,0.0004059201359681,2.58026298369663,94.95,95.89,16.38,552.038627
104,510000,四川,西部,2020,58009,25014.2157448334,38.0486206237599,52.4502284460719,3.6,77.7,44,2.401469,42.5,10.6470117838768,0.0003362775661009,2.3576287623208,97.41,98.28,18.13,708.337935
105,510000,四川,西部,2021,64610,29046.1060678452,42.5577918077265,52.6479071143322,3.6,79.08,44,2.358122,43.1,10.6470117838768,0.0002510723265789,1.94860949259475,98.12,98.66,17.89,773.57689
106,510000,四川,西部,2022,67610,29052.9018390256,40.9625620873781,53.088136060286,3.6,81.67,44,2.315392,43.5,10.6470117838768,0.0002158621591162,1.99401409691926,96.55,97.18,18.28,841.886468
107,510000,四川,西部,2023,71835,31792.0650095602,43.4240256848656,54.4951266278526,3.6,84.68,44,2.26384,44.2,10.6470117838768,0.0001812651643276,1.99406414462188,97.96,99.01,19.88,968.289086
108,510000,四川,西部,2024,77333,33129.8421807748,41.911057593975,56.0461845216934,3.6,84.68,44,2.222034,44.2,10.6470117838768,0.0001812651643276,1.99406414462188,97.96,99.01,19.88,968.289086
109,120000,天津,东部,2007,37976,14803.5874439462,80.1447362567289,46.3471527510581,3.6,47.27,53,2.200438,34.8,13.6898807233551,0.0058844747979992,0.8764254890039,100.0,100.0,11.94,1989.393939
110,120000,天津,东部,2008,45242,17676.0204081633,77.8615221500023,46.4282957702995,3.6,47.27,53,2.300584,32.5,11.8147962334054,0.0046310589688175,1.26538514728253,100.0,100.0,14.39,1708.58209
111,120000,天津,东部,2009,47497,19794.7882736156,73.1125698224642,48.7126944094157,3.6,48.28,53,2.29487,30.3,10.4467913689225,0.0041456494325346,1.18831607784538,100.0,100.0,13.76,1903.333333
112,120000,天津,东部,2010,54053,22018.4757505774,77.627756311554,50.3498858113252,3.6,49.3,53,2.232692,32.1,9.98360367746091,0.0034432277332084,1.9682751808489,100.0,100.0,14.89,1916.917293
113,120000,天津,东部,2011,61458,25317.6733780761,81.0057172123162,51.9593220338983,3.6,49.4,56,2.023114,34.5,8.27697996918336,0.0028462249614791,1.79477044863694,100.0,100.0,17.05,1958.015267
114,120000,天津,东部,2012,66517,28457.1843251089,82.1207441174687,52.6495631980537,3.6,37.87,58,1.95586,34.9,9.15769103173726,0.0024825832135353,1.79590427442948,100.0,100.0,17.88,2032.283465
115,120000,天津,东部,2013,71345,31704.9645390071,81.5574236724319,54.1315583083637,3.6,39.22,61,1.887579,34.9,8.46723108170612,0.0021799022663744,1.90019653147446,100.0,100.0,18.74,2768.8
116,120000,天津,东部,2014,74960,33160.9517144857,82.8630360176101,55.131289588933,3.5,40.12,61,1.851769,34.9,8.39811664755747,0.0019660545457962,2.0081810933546,100.0,100.0,16.71,4379.116466
117,120000,天津,东部,2015,75868,27541.3481584434,82.5130323139512,57.2416011765247,3.5,41.17,63,1.845093,36.4,8.54892228503148,0.0017087182315363,2.26151252184943,100.0,100.0,16.02,4164.227642
118,120000,天津,东部,2016,79647,29023.562023562,73.6194494827582,60.4746802355975,3.5,42.15,65,1.848476,37.2,7.97529014045237,0.0002326351374899,1.77405708446977,100.0,100.0,15.39,3825.311203
119,120000,天津,东部,2017,87280,29860.9929078014,70.3833007366247,61.9849645800202,3.5,43.94,65,1.851522,36.8,7.97529014045237,0.0002015967101987,3.35776563271125,100.0,100.0,17.41,1737.931034
120,120000,天津,东部,2018,95689,30594.3600867679,67.8740380773147,62.5036481602047,3.5,43.75,65,1.863256,38.0,7.97529014045237,0.0001421847054157,2.14168782789157,100.0,100.0,11.67,1662.612613
121,120000,天津,东部,2019,101557,31137.1841155235,67.7898366289714,63.4833339262211,3.5,43.71,65,1.859337,37.5,7.97529014045237,0.0001266408167621,6.81411026208549,100.0,100.0,12.98,1808.294931
122,120000,天津,东部,2020,101068,27015.8615717376,61.024957557872,63.4344660194175,3.6,49.2,65,1.855085,37.6,7.97529014045237,7.28155339805825e-05,1.92679327907087,100.0,100.0,14.91,2716.981132
123,120000,天津,东部,2021,113660,29346.6860888565,67.9151797751027,62.1385901269358,3.7,50.02,65,1.841746,38.3,7.97529014045237,5.41915575928748e-05,1.49529745761368,100.0,100.0,15.44,2982.692308
124,120000,天津,东部,2022,117925,28614.0865737344,67.6485348904511,61.2235157015162,3.7,50.29,65,1.826556,38.4,7.97529014045237,4.0292086634185e-05,1.06453515420374,100.0,100.0,16.11,2584.729064
125,120000,天津,东部,2023,122752,31244.1348973607,61.8064150322215,62.6516821709595,3.7,53.16,65,1.794269,38.2,7.97529014045237,3.76404796472549e-05,1.03005103005103,99.48,100.0,16.41,3580.808081
