row_id,admincode,region,zone,year,urb,gov,inno,edu,openpc,fin,dig,pri,inc,soc
12,310000,上海,东部,2001,89.1005291005291,13.4686269661639,4.84809871291849,12.9867808294525,365066846.522782,10.0671396237899,1.48462354188759,105.515587529976,12392,12.5692127168054
13,310000,上海,东部,2002,89.1005291005291,14.881449525453,4.84809871291849,12.9867808294525,423976123.759486,8.37446074201898,1.48462354188759,131.348511383538,13729,12.5692127168054
14,310000,上海,东部,2003,89.1005291005291,15.9970605526161,4.84809871291849,12.9867808294525,636124292.18573,7.62051734273957,1.48462354188759,165.345413363533,15065,12.5692127168054
15,310000,上海,东部,2004,89.1005291005291,17.0649007603436,4.84809871291849,12.9867808294525,871988664.850136,7.41952206971462,1.48462354188759,209.809264305177,16402,12.5692127168054
16,310000,上海,东部,2005,89.1005291005291,17.8997727544552,4.84809871291849,12.9867808294525,985908666.666667,7.09462765436931,1.48462354188759,250.793650793651,17738,12.5692127168054
17,310000,上海,东部,2006,88.6965376782077,16.941097661078,4.84809871291849,12.9867808294525,1158473503.05499,7.54040513638208,1.48462354188759,258.146639511202,19647,12.5692127168054
18,310000,上海,东部,2007,88.6627906976744,16.9402191214952,4.84809871291849,12.9867808294525,1370416075.58139,9.29208693424026,1.48462354188759,241.763565891473,22459,12.5692127168054
19,310000,上海,东部,2008,88.6034563288183,17.8436943227236,4.63661176905996,12.5701640759931,1504228444.65203,9.61209061079047,1.48462354188759,274.638019617001,25385,12.9136596348384
20,310000,上海,东部,2009,88.5972850678733,18.9910687061693,7.20184636997642,11.6050373789574,1256622674.20814,11.3788240674865,1.68655941878568,285.52036199095,27500,11.2414496680213
21,310000,上海,东部,2010,89.2748588797221,18.436038268752,6.1167644093506,12.6337843524913,1602043647.41641,10.7773200710004,1.70526851616187,306.556665219279,30436,10.9770534289668
22,310000,上海,东部,2011,89.3039049235993,19.5649110181562,5.581269413111,14.0295487984306,1857167296.26486,11.1810771775689,1.64890408204303,329.796264855688,34731,10.6644392676148
23,310000,上海,东部,2012,89.2872030012505,19.6381233103034,5.86588974240085,15.5102031061037,1819870571.07128,11.3707194352658,1.5475976246176,353.063776573572,38550,10.5881425040989
24,310000,上海,东部,2013,89.5833333333333,19.5164216668606,5.68960453649133,15.0054873349659,1802566241.83007,12.0116703513603,3.50678733031674,383.578431372549,42174,10.3345176555279
25,310000,上海,东部,2014,89.2987434130523,19.4834941313346,5.32737273126107,14.1289423655005,1890554673.69274,13.3174777798004,3.82185236554169,454.803404945278,45966,10.11751945794
26,310000,上海,东部,2015,88.5272579332791,23.0280804849927,4.39065437466487,12.3929995025486,1827667709.51993,15.2099527652769,3.98618957940992,543.124491456469,49867,8.77258719934879
27,310000,上海,东部,2016,89.0149979732469,23.1503329206679,4.93876229595863,12.1546074976803,1758282087.55574,15.7192090206444,4.26887543803759,603.972436157276,54305,14.29135098729
28,310000,上海,东部,2017,89.0916463909165,22.9236750189825,5.16586685604204,11.5811341853458,1931048860.50284,16.2019741837509,4.85529021034319,692.619626926196,58988,14.057808951696
29,310000,上海,东部,2018,89.1313131313131,23.1911206882189,5.1052859712101,10.9918649734061,2083554343.43434,16.3887947839319,5.55642266271266,764.040404040404,64183,11.1761423641628
30,310000,上海,东部,2019,89.2382103990327,21.5314471037918,4.76252188456686,12.1734431392494,1990749802.49899,17.2035085133043,5.83717357910906,813.381700927046,69442,12.2232030203148
31,310000,上海,东部,2020,89.3086816720257,20.7942089094096,5.01350882671304,12.3497459303811,2025045671.22186,18.5205051933486,6.93928128872367,813.381700927046,72232,12.1025263789309
32,310000,上海,东部,2021,89.3129770992366,19.3132691303272,5.01372339239413,12.3293471840358,2525190839.69466,18.3839901771233,7.42204655248134,813.381700927046,78027,12.1453801866002
33,310000,上海,东部,2022,89.3333333333333,20.9622598981011,4.11210475886298,11.9511338230597,2528686868.68687,18.822739131114,8.09162576230849,813.381700927046,79610,11.9287767486426
34,310000,上海,东部,2023,89.4652191395255,20.4124848841667,5.47854388282006,12.5137599068736,2409408926.41737,18.3124482461398,8.15318097591105,813.381700927046,84834,12.3217177758803
