row_id,admincode,region,zone,year,pcgdp,pcrs,fsr,tig,ruur,hbtp,ipr,hesp,gcr,wei,sdei,epes,ugpr,uwpr,pcura,ptvp,resilience_score,er,sdr,eer,ir
371,420000,湖北,中部,2017,63169,31368.0555555556,47.7605620135093,48.3206660400161,2.6,63.74,51,3000.0,38.4,8.23874913800858,0.0004664965758023,2.05417819639302,97.13,99.27,15.74,12.38,0.51398,0.099135,0.153743,0.12102,0.140083
372,420000,湖北,中部,2018,71097,34811.8979212439,45.5629233963465,49.7356146780258,2.6,66.51,51,3088.0,38.4,8.23874913800858,0.0002874684688972,2.91116202621286,97.64,99.37,17.0,10.98,0.540135,0.101994,0.157719,0.138806,0.141616
373,420000,湖北,中部,2019,76712,38917.1587649739,42.5154418766883,50.4006251513351,2.4,68.04,51,3248.0,38.9,8.23874913800858,0.0002571044927249,3.53980635391037,97.92,99.16,17.45,10.82,0.564303,0.103182,0.165684,0.15255,0.142887
374,420000,湖北,中部,2020,73687,32279.0252393386,29.747432155852,53.3376739643526,3.4,71.2,51,3598.0,41.1,8.23874913800858,0.0002260228580729,2.59603358095816,98.4,99.56,18.89,11.36,0.521526,0.08582,0.148275,0.136498,0.150933
375,420000,湖北,中部,2021,86551,38698.2847341338,41.3846303161084,52.1526735234932,3.0,74.44,51,3914.0,42.8,8.23874913800858,0.0001838646309132,2.10621313969449,98.86,99.87,18.74,9.85,0.545311,0.105189,0.164381,0.129042,0.146699
376,420000,湖北,中部,2022,90358,40254.7912388775,38.0470716743179,53.0240777221819,3.0,77.06,51,4110.0,42.9,8.23874913800858,0.0001611627990754,1.96222809481126,99.5,99.93,19.67,12.24,0.556958,0.104023,0.169106,0.126244,0.157584
377,420000,湖北,中部,2023,95538,44337.4443302501,39.7113904938881,54.682314402655,3.0,81.56,51,4483.0,43.4,8.23874913800858,0.0001413887276089,2.02536382670525,96.06,99.95,21.2,12.24,0.579412,0.111677,0.177533,0.128326,0.161875
378,420000,湖北,中部,2024,102832,46633.8704148097,39.472694806855,54.9497608851416,3.0,81.56,51,4483.0,43.4,8.23874913800858,0.0001413887276089,2.02536382670525,96.06,99.95,21.2,12.24,0.582375,0.11464,0.177533,0.128326,0.161875
379,430000,湖南,中部,2007,14626,5380.33044846577,44.6968747927459,41.5077271013947,4.3,27.03,27,1414.00472069237,35.6,27.1469495449895,0.0097388401270798,2.19891969963818,83.27,93.71,11.41,10.62,0.294648,0.060557,0.029116,0.10138,0.103595
380,430000,湖南,中部,2008,17758,6618.49529780564,40.9416390025039,41.3499124467163,4.2,27.03,27,1966.0,35.8,22.1386879388719,0.0074287634646337,2.36287828146067,84.26,94.57,12.01,10.89,0.311845,0.057463,0.036248,0.109817,0.108317
381,430000,湖南,中部,2009,19979,7670.46518888542,38.3462116139773,42.9216773142929,4.1,30.02,27,2040.0,36.6,20.3775209820869,0.0063533446072904,3.33101102043032,85.6,94.82,12.59,10.59,0.343712,0.057256,0.042768,0.132851,0.110837
382,430000,湖南,中部,2010,24005,9060.27397260274,40.0258281282378,41.5196830676178,4.2,33.0,27,2051.0,36.6,17.2148989039636,0.0051450145431897,3.36061691483378,86.5,95.17,12.95,10.01,0.351233,0.059467,0.043921,0.136286,0.111559
383,430000,湖南,中部,2011,28766,10954.2622701717,43.0892761790068,40.2400211472376,4.2,36.12,30,2054.0,36.8,14.740206185567,0.0036241078509119,2.42163623763051,88.45,95.68,13.62,10.36,0.351698,0.06393,0.051002,0.119857,0.116908
384,430000,湖南,中部,2012,32203,12623.2169954477,43.2668123330906,41.0836885586027,4.2,43.23,33,2087.0,37.0,14.3448451469312,0.0030414198951299,2.65671279436756,91.33,96.42,13.49,10.38,0.374403,0.066867,0.062983,0.125665,0.118888
385,430000,湖南,中部,2013,35702,14408.3333333333,43.2941296854115,42.6511560742742,4.2,46.94,36,2106.0,37.6,13.0483920289486,0.0027236973990452,2.74297627955463,91.93,96.86,13.8,10.8,0.392934,0.07049,0.070888,0.129397,0.12216
386,430000,湖南,中部,2014,39181,16220.6927847527,45.099035751727,43.99006232299,4.1,52.77,39,2160.0,38.6,11.9762144869075,0.0024098480369996,2.74027480477859,91.24,97.05,13.76,12.46,0.418207,0.075967,0.083967,0.131765,0.126508
387,430000,湖南,中部,2015,43155,16993.8019652305,43.9091105866581,45.9903429039967,4.1,58.52,40,2215.0,39.7,11.0063913436539,0.0020866475580441,2.60093005069195,92.28,97.3,14.27,13.64,0.434362,0.077936,0.092269,0.131414,0.132742
388,430000,湖南,中部,2016,46606,18867.9245283019,42.5589510282119,48.6035619945873,4.2,62.41,44,2251.0,40.6,9.68308295655274,0.0010021553470432,2.69515203907142,93.28,96.81,14.59,15.13,0.454899,0.081112,0.099263,0.136326,0.138198
389,430000,湖南,中部,2017,51030,20795.5676164631,40.1465050026276,51.3475483399895,4.0,65.94,44,2419.0,41.2,9.68308295655274,0.0008155941362358,2.52249471932733,93.5,96.52,13.72,14.43,0.459341,0.083386,0.109624,0.13382,0.132511
390,430000,湖南,中部,2018,54763,22809.7965335343,38.2485183050988,53.2385348626606,3.6,69.93,44,2610.0,41.2,9.68308295655274,0.000631439290718,2.55213841363387,93.64,96.35,16.96,15.49,0.493819,0.085313,0.125532,0.13456,0.148414
391,430000,湖南,中部,2019,60104,24933.5843373494,37.4283395690044,52.2513354104993,2.7,73.19,44,2873.0,41.2,9.68308295655274,0.0004795195279502,3.02050428033386,96.65,97.71,17.69,17.94,0.544865,0.085815,0.153248,0.144319,0.161482
392,430000,湖南,中部,2020,62537,24106.9977426637,35.8040396852125,51.3995272322869,2.7,78.2,44,3149.0,41.5,9.68308295655274,0.0002464939604165,2.92248245594201,97.29,98.94,19.72,17.25,0.556662,0.082799,0.161439,0.142923,0.169501
393,430000,湖南,中部,2021,68913,27449.1090305044,39.0449822833464,51.4900412350837,2.3,80.44,44,3487.0,42.2,9.68308295655274,0.0001857219420958,2.33763737913639,97.45,98.99,20.15,11.97,0.555373,0.090282,0.176569,0.131987,0.156534
394,430000,湖南,中部,2022,71917,27957.2986069049,34.4961580851483,52.6874214127413,2.3,82.44,44,3738.0,42.3,9.68308295655274,0.0001463457713221,1.8522822942721,97.7,99.01,20.35,19.11,0.5679,0.087115,0.181044,0.122167,0.177574
395,430000,湖南,中部,2023,75938,29560.7490864799,35.0742919408169,53.1238940353389,2.3,81.29,44,3965.0,42.0,9.68308295655274,0.000130566313891,1.77860208409873,98.59,99.86,21.49,19.11,0.575631,0.090139,0.181649,0.120199,0.183644
396,430000,湖南,中部,2024,81225,31295.1521639394,36.1757585674487,54.0976122935883,2.3,81.29,44,3965.0,42.0,9.68308295655274,0.000130566313891,1.77860208409873,98.59,99.86,21.49,19.11,0.580144,0.094652,0.181649,0.120199,0.183644
397,620000,甘肃,西部,2007,10501,3353.21821036107,28.2687239020345,39.4415162050017,3.3,28.6,25,1161.69544740973,24.1,16.5732122163657,0.0195581473589772,4.97527171498801,64.46,91.76,9.83,7.64,0.304409,0.036948,0.05058,0.140646,0.076235
398,620000,甘肃,西部,2008,12048,4012.5441003528,27.3607798188821,40.7103558290198,3.2,28.6,25,1687.0,25.9,15.453983136374,0.0163427418042126,4.83772704273928,65.32,87.85,10.37,8.11,0.314645,0.037983,0.057483,0.143534,0.075645
399,620000,甘肃,西部,2009,12802,4630.13698630137,22.9956350097891,42.1197564483064,3.3,30.95,25,1806.0,27.3,15.0751155034727,0.0153076522963008,4.26469172256636,73.03,89.66,11.29,8.2,0.314579,0.034961,0.058828,0.134837,0.085954
400,620000,甘肃,西部,2010,15421,5607.421875,24.0763186207084,39.5770469356188,3.2,33.3,25,1882.0,27.1,12.9931282805487,0.0139919365063265,4.6514319955331,74.29,91.57,12.2,8.1,0.336322,0.034721,0.06462,0.144725,0.092256
401,620000,甘肃,西部,2011,18846,6947.10031347962,25.1289609432572,41.5765326247172,3.1,34.78,27,2041.0,27.9,12.2967053499139,0.0129523137287467,4.74475782139747,75.62,92.5,12.58,9.76,0.361354,0.039648,0.072395,0.149042,0.100269
402,620000,甘肃,西部,2012,21141,8095.6862745098,25.2675328710987,42.81211177245,2.7,43.56,31,2145.0,30.0,11.6469192115852,0.0106154159945115,3.49589232651634,77.81,92.77,12.56,10.04,0.37114,0.042368,0.0977,0.128577,0.102495
403,620000,甘肃,西部,2013,23647,9337.01221915649,26.2930698556472,44.5988860254385,2.3,44.95,35,2193.0,32.1,10.802061684263,0.0093440851276082,3.02300811388886,80.22,93.68,14.02,10.36,0.395874,0.046811,0.113928,0.123476,0.111659
404,620000,甘肃,西部,2014,25724,10542.4733306993,26.4675446293316,46.0143593519882,2.2,47.25,37,2219.0,30.8,10.1210419734904,0.0088303878252331,2.88059366749426,83.48,94.95,15.3,9.67,0.408766,0.049769,0.121518,0.119333,0.118147
405,620000,甘肃,西部,2015,25946,10848.5929449069,25.1447617051627,50.6024463898972,2.1,49.14,39,2194.0,30.2,10.2296922185279,0.0087026812677302,3.2231240133725,85.77,97.28,15.18,9.0,0.426775,0.053331,0.128195,0.125493,0.119756
406,620000,甘肃,西部,2016,27396,11842.0634920635,24.9829366704444,52.4573314610808,2.2,51.47,42,2189.0,31.5,9.60132601803732,0.002268417319301,3.02378072589785,88.15,97.93,15.42,9.16,0.43951,0.056093,0.131882,0.128296,0.123239
407,620000,甘肃,西部,2017,29103,12712.9262490087,24.6858771834259,53.9915765943817,2.7,55.83,42,2217.0,33.3,9.60132601803732,0.0017896329412406,3.0928084637639,90.56,98.81,16.51,10.52,0.450083,0.058309,0.125153,0.132817,0.133803
408,620000,甘肃,西部,2018,32178,13660.4373757455,23.0911158651514,54.4958724596192,2.8,61.71,42,2258.0,33.5,9.60132601803732,0.0015485988573684,3.38844662175954,90.91,97.9,17.91,11.87,0.469899,0.058209,0.129937,0.139386,0.142366
409,620000,甘肃,西部,2019,34707,14499.8007174173,21.522674359753,55.017606643497,3.0,68.43,42,2396.0,36.0,9.60132601803732,0.0012949772317997,2.69561696527989,92.66,98.04,19.31,13.29,0.474349,0.057985,0.13412,0.129123,0.153121
410,620000,甘肃,西部,2020,35848,14047.181127549,21.0056684440601,55.3103110348898,3.3,68.7,42,2627.0,36.3,9.60132601803732,0.0009554884907068,2.7388672719412,94.8,98.15,20.25,13.33,0.475761,0.057538,0.129187,0.130713,0.158323
411,620000,甘肃,西部,2021,40976,15412.4497991968,24.8442676612375,52.9020585790426,3.4,73.56,42,2999.0,36.3,9.60132601803732,0.000828321353479,2.03592754974507,96.87,99.46,22.2,10.63,0.474559,0.061377,0.135616,0.116316,0.161249
412,620000,甘肃,西部,2022,44646,14698.2343499197,21.3205517293219,51.1931951013362,3.4,75.8,42,3215.0,36.2,9.60132601803732,0.000689661373568,2.65928459348486,96.93,99.5,22.21,16.59,0.502832,0.055529,0.140071,0.129107,0.178125
413,620000,甘肃,西部,2023,47867,16114.8073022312,22.1941607582787,51.7692476272358,3.4,82.75,42,3376.0,36.8,9.60132601803732,0.0006549334951701,3.2363075045004,97.98,99.67,21.84,16.59,0.527659,0.05877,0.149534,0.141943,0.177411
414,620000,甘肃,西部,2024,52825,16815.2969894223,21.9881842421708,53.4096240069523,3.4,82.75,42,3376.0,36.8,9.60132601803732,0.0006549334951701,3.2363075045004,97.98,99.67,21.84,16.59,0.530509,0.06162,0.149534,0.141943,0.177411
415,350000,福建,东部,2007,25915,8893.41085271318,76.809716243521,41.3120871579308,3.9,25.47,51,1410.57585825028,37.0,24.3413828600841,0.0047793171484944,1.06518492488799,97.34,98.86,10.98,9.52,0.364673,0.102441,0.064313,0.085403,0.112516
416,350000,福建,东部,2008,30153,10625.7213520198,73.2517666912773,40.6950364990212,3.9,25.47,51,1937.0,38.9,21.6130006037432,0.0039243308512779,1.2331680905671,97.23,97.47,12.05,10.42,0.380228,0.099652,0.068818,0.094085,0.117673
417,350000,福建,东部,2009,33999,12223.1314784506,66.044538255585,41.7149161304869,3.9,28.74,51,2039.0,39.7,19.8108406277933,0.0033797440832333,2.39619781558556,98.63,99.18,12.58,11.51,0.414075,0.094157,0.073495,0.120788,0.125635
418,350000,福建,东部,2010,40773,14378.554021121,67.930906323558,40.1759706715547,3.8,32.0,51,2144.0,41.0,15.8974837527079,0.0027268788535244,2.34736798636061,98.92,99.5,12.58,10.32,0.425601,0.097505,0.080594,0.124679,0.122822
419,350000,福建,东部,2011,47928,16586.1522198732,68.3069630330546,39.67585125323,3.7,34.98,57,2200.0,41.4,17.6461264559625,0.0021721537920603,1.72642822698778,98.67,99.11,13.46,11.86,0.435985,0.100287,0.093801,0.111795,0.130102
420,350000,福建,东部,2012,52959,18892.2155688623,68.1177372962608,39.794558881069,3.6,37.17,61,2301.0,42.0,12.6921305353455,0.0018389654642979,1.86385426653883,98.6,99.13,14.13,12.16,0.459472,0.10278,0.104189,0.118876,0.133628
421,350000,福建,东部,2013,58255,21300.6435006435,69.0644551616267,39.7852807081471,3.6,41.37,64,2435.0,42.8,11.5135221607018,0.0016041735173615,1.90954118873827,98.85,99.42,13.4,12.65,0.474724,0.106588,0.113648,0.121946,0.132542
422,350000,福建,东部,2014,63709,23692.5221799747,71.437082287477,39.776923354489,3.5,43.3,66,2513.0,42.8,10.4473560766736,0.0014273056398619,1.86893277285511,98.83,99.49,13.61,13.33,0.490599,0.112077,0.121253,0.121899,0.13537
423,350000,福建,东部,2015,67649,30805.7228915663,63.5808855502077,41.5775834747106,3.7,45.07,70,2508.0,43.0,9.57765804731632,0.0012599041742016,2.38830661888554,98.56,99.55,13.8,14.44,0.506608,0.11084,0.123022,0.13357,0.139177
424,350000,福建,东部,2016,74024,34121.015936255,62.0954764466483,43.1639952177349,3.9,45.11,70,2438.0,43.3,8.00475524664465,0.0008159570947064,3.04883753566918,97.21,99.52,14.41,15.26,0.524105,0.114355,0.117653,0.148936,0.143161
425,350000,福建,东部,2017,83758,37869.3726937269,59.9688310579294,45.319776375198,3.9,46.63,70,2352.0,43.7,8.00475524664465,0.0003531073446327,2.57570743891635,97.45,99.56,17.41,15.85,0.534499,0.118611,0.118686,0.140125,0.157076
426,350000,福建,东部,2018,94719,41857.6998050682,62.2305589640552,45.1330910519595,3.7,48.84,70,2355.0,44.3,8.00475524664465,0.0002804501677531,2.566686462405,98.29,99.69,20.59,15.28,0.561814,0.125914,0.126099,0.140911,0.16889
427,350000,福建,东部,2019,102722,46190.2344694223,60.1215455904276,46.4615631777653,3.5,50.9,70,2577.0,44.5,8.00475524664465,0.0002962675953183,3.53588962431542,98.42,99.86,21.37,14.85,0.596953,0.129471,0.135211,0.16118,0.171091
428,350000,福建,东部,2020,105106,45801.7303532805,59.0295431452618,47.4890273936792,3.8,52.2,70,2866.0,44.6,8.00475524664465,0.0001806983026283,2.99879220106976,99.21,99.9,18.83,14.18,0.571164,0.129383,0.131973,0.150346,0.159462
429,350000,福建,东部,2021,118750,50327.6809171244,65.0063788253739,47.1013454760411,3.3,53.45,70,3023.0,44.3,8.00475524664465,0.0001313397664936,2.68928972163728,99.34,99.92,20.97,11.54,0.592777,0.141673,0.146811,0.143543,0.16075
430,350000,福建,东部,2022,123618,52529.6084049666,58.6730085992107,49.3811467571781,3.3,55.49,70,3277.0,44.1,8.00475524664465,0.0001159082084261,2.15454682827232,99.67,99.97,21.96,15.11,0.597754,0.139157,0.151357,0.132227,0.175013
431,350000,福建,东部,2023,129865,55817.8340903658,61.3039923951128,49.9879496128238,3.3,57.87,70,3462.0,44.2,8.00475524664465,0.0001046819893625,2.05635740239172,99.77,99.97,23.33,15.11,0.613066,0.146409,0.15571,0.130365,0.180584
432,350000,福建,东部,2024,137920,58122.5852611495,59.4404639942379,51.5229999480618,3.3,57.87,70,3462.0,44.2,8.00475524664465,0.0001046819893625,2.05635740239172,99.77,99.97,23.33,15.11,0.615601,0.148943,0.15571,0.130365,0.180584
433,540000,西藏,西部,2007,11991,3896.1937716263,7.31379598358572,57.1345539087475,4.0,30.99,28,927.335640138408,24.4,9.69485614646905,0.0005521650682941,1.73221483821767,65.1,90.58,15.51,16.73,0.28527,0.031774,0.037925,0.091935,0.123636
434,540000,西藏,西部,2008,13703,4452.05479452055,6.53601639258131,57.7096936212958,3.9,30.99,28,1279.0,25.1,8.58864892014063,0.0005022601707684,1.50002627016235,74.8,86.59,13.46,12.76,0.269376,0.032179,0.043342,0.08895,0.104905
435,540000,西藏,西部,2009,15154,5290.54054054054,6.40035734796758,57.2358088400269,3.8,30.54,28,1317.0,29.6,7.75185102086605,0.0003814224814897,2.07389445472529,81.4,92.53,13.32,12.6,0.300686,0.032399,0.045552,0.108288,0.114447
436,540000,西藏,西部,2010,17209,6413.33333333333,6.65105981416957,57.1456424254241,4.0,30.1,28,1373.0,25.4,7.4575940729187,0.0007603821407681,2.13596109175377,79.83,97.42,13.25,20.91,0.319901,0.033791,0.040703,0.10304,0.142366
437,540000,西藏,西部,2011,20083,7686.08414239482,7.22322618089723,56.5985282093213,3.2,31.73,30,1446.0,24.1,7.57972199509403,0.0006868356500408,2.11710701613222,83.44,91.93,13.48,9.02,0.306182,0.035328,0.064773,0.100632,0.105449
438,540000,西藏,西部,2012,22762,8822.22222222222,9.56325800251839,57.5612503520135,2.6,27.15,33,1508.0,32.4,6.59391720642073,0.000591382709096,2.61448737490887,29.79,75.39,14.22,8.59,0.30096,0.040388,0.077849,0.1243,0.058423
439,540000,西藏,西部,2013,26209,10164.0378548896,9.36794471118297,57.4981888432746,2.5,35.26,37,1528.0,18.1,6.0432262738469,0.00050712388312,1.69671993769163,38.62,96.95,13.19,7.7,0.301734,0.041686,0.094432,0.083849,0.081767
440,540000,西藏,西部,2014,29275,11215.3846153846,10.4824084149438,57.6034904756837,2.5,37.51,39,1676.0,43.8,5.7997233159519,0.0004469511546238,2.46560551998718,57.13,89.07,14.44,8.43,0.374178,0.04441,0.1006,0.139321,0.089848
441,540000,西藏,西部,2015,31847,14457.5757575758,9.92645462047399,58.255033557047,2.5,43.25,45,1766.0,42.6,5.64046021093001,0.0005177372962607,4.11376369927468,79.98,88.06,24.98,9.05,0.479145,0.047334,0.114901,0.171494,0.145417
442,540000,西藏,西部,2016,35015,15855.8823529412,9.82317157646822,57.2975277067349,2.6,43.67,46,1765.0,32.6,5.23699914748508,0.0002983802216538,2.08126046927543,52.99,67.57,16.82,6.2,0.342395,0.047792,0.114115,0.114671,0.065817
443,540000,西藏,西部,2017,39158,17730.659025788,11.0485510779219,56.4269829503336,2.7,47.78,46,1678.0,34.8,5.23699914748508,0.0002223869532987,2.77298833489899,56.77,92.8,14.7,10.43,0.399187,0.05042,0.115744,0.132355,0.100668
444,540000,西藏,西部,2018,44051,20107.3446327684,11.688858668074,54.0751743735469,2.8,48.8,46,1616.0,37.3,5.23699914748508,0.0002324980625161,2.27992368116589,55.05,85.9,12.21,7.72,0.365356,0.051307,0.113992,0.126023,0.074034
445,540000,西藏,西部,2019,47491,21822.7146814404,10.1469546337561,54.42337142184,2.9,48.67,46,1588.0,37.6,5.23699914748508,0.0002002591589115,1.86995771911781,60.11,95.03,15.75,7.62,0.38243,0.051747,0.111193,0.118058,0.101432
446,540000,西藏,西部,2020,52280,21153.0054644809,9.9953865359217,54.5277763178641,2.9,50.9,46,1629.0,38.1,5.23699914748508,0.000299574289168,2.21310585638558,63.2,98.78,20.74,8.3,0.421445,0.051974,0.114138,0.125827,0.129505
447,540000,西藏,西部,2021,56831,23404.3715846994,10.6373426870119,55.7061820978752,2.6,53.69,46,1634.0,38.2,5.23699914748508,0.0001057590616286,1.35421137537555,68.09,98.9,21.48,5.63,0.41731,0.056435,0.124651,0.108416,0.127808
448,540000,西藏,西部,2022,58908,21472.5274725275,6.92755054030498,54.7297925774347,2.6,54.91,46,1666.0,40.8,5.23699914748508,0.0001255697144451,1.51138844109866,74.26,99.7,22.03,8.99,0.435723,0.049953,0.126344,0.115631,0.143796
449,540000,西藏,西部,2023,65642,26394.5205479452,8.42357832980897,54.1104191917081,2.6,59.04,46,1612.0,42.5,5.23699914748508,0.0001295607472729,2.21465137307673,86.93,100.0,21.78,8.99,0.469429,0.055904,0.130687,0.132729,0.150109
450,540000,西藏,西部,2024,75237,27913.5135135135,9.49461389597712,54.3021447430287,2.6,59.04,46,1612.0,42.5,5.23699914748508,0.0001295607472729,2.21465137307673,86.93,100.0,21.78,8.99,0.473639,0.060114,0.130687,0.132729,0.150109
451,520000,贵州,西部,2007,7778,2362.88546255507,35.8486296203168,43.1852502194908,4.0,20.59,20,665.473568281938,30.5,19.3545215100966,0.0482914837576821,3.42343474981142,62.08,82.52,6.21,8.04,0.210248,0.048551,0.014448,0.096544,0.050704
452,520000,贵州,西部,2008,9697,2989.98887652948,33.0084741741713,44.0633471251248,4.0,20.59,20,969.0,29.8,15.9412184334427,0.03526893993437,3.83757674679016,67.82,88.69,6.22,8.28,0.241062,0.046954,0.017046,0.115293,0.06177
453,520000,贵州,西部,2009,10814,3526.43483177834,30.3497125201309,45.3911375009723,3.8,22.84,20,1043.0,27.4,15.3392796950761,0.0304794254155106,4.03054792424231,68.49,92.09,6.29,8.28,0.256668,0.045839,0.025113,0.119331,0.066384
454,520000,贵州,西部,2010,12882,4402.41448692153,32.7144678451467,46.3708785129453,3.6,25.1,20,1109.0,29.6,13.4593936711662,0.0254215534410267,3.32949224017457,69.72,94.1,6.65,8.46,0.26812,0.050647,0.033123,0.11299,0.07136
455,520000,贵州,西部,2011,16024,5382.15297450425,34.368275984707,47.3164043023007,3.6,27.73,24,1254.0,32.3,13.8768786950638,0.0196648621696702,2.46510180492576,71.56,91.55,6.63,8.7,0.269938,0.054845,0.041992,0.103108,0.069993
456,520000,贵州,西部,2012,18947,6318.09311402286,36.7985397433664,46.9105039897956,3.3,39.96,29,1392.0,32.8,13.5645634955949,0.0154415472694372,2.38525518202404,71.35,92.07,6.8,8.8,0.305635,0.058456,0.070335,0.105394,0.071449
457,520000,贵州,西部,2013,22089,7161.89427312775,39.1353571266374,47.6941214834882,3.3,47.61,33,1535.0,34.5,11.6748817900189,0.0123715995033299,2.15528147768486,74.86,92.86,9.58,9.6,0.342552,0.06318,0.085028,0.106602,0.087743
458,520000,贵州,西部,2014,25101,7987.21784063095,38.5759850965338,46.977575737755,3.3,51.94,35,1690.0,34.0,12.0910052217898,0.0100925532262811,2.40882917466411,76.3,94.47,10.33,10.61,0.365249,0.062899,0.093676,0.112403,0.096271
459,520000,贵州,西部,2015,28547,13282.6321467098,38.1616956466557,46.2223697941372,3.3,55.65,38,1819.0,35.9,10.7013566075325,0.0080922113651456,2.4492955958878,84.06,95.43,11.22,11.27,0.394252,0.066206,0.102522,0.118426,0.107098
460,520000,贵州,西部,2016,31589,15039.6487493348,36.6308805450502,46.3162714968963,3.2,59.15,43,2005.0,36.8,8.5410942641023,0.0029993894372646,2.98168150977393,85.66,96.03,12.11,11.36,0.430882,0.066356,0.116304,0.135709,0.112514
461,520000,贵州,西部,2017,35988,16958.7168025243,34.9882493734444,48.5270554338718,3.2,65.08,43,2129.0,37.0,8.5410942641023,0.0026379231775618,2.71847059741746,87.74,96.54,12.18,11.02,0.437645,0.068958,0.124264,0.130846,0.113578
462,520000,贵州,西部,2018,40271,18589.7435897436,34.3331981358655,50.0937915222885,3.2,68.23,43,2254.0,38.6,8.5410942641023,0.0021200792017299,2.67174054810644,87.25,96.68,13.51,10.96,0.452155,0.071797,0.128998,0.132702,0.118658
463,520000,贵州,西部,2019,43727,19359.1476091476,29.7116700343266,50.7910288443763,3.1,73.14,43,2453.0,39.4,8.5410942641023,0.0013936180997417,3.1692425622905,91.8,98.33,14.53,11.16,0.479558,0.068291,0.138822,0.144692,0.127753
464,520000,贵州,西部,2020,46355,20214.1005702436,31.131631675233,50.712749994401,3.8,71.7,43,2654.0,40.9,8.5410942641023,0.0009932588295894,2.54638905828034,94.55,98.9,21.23,11.29,0.484676,0.070956,0.12201,0.13444,0.15727
465,520000,贵州,西部,2021,50476,22947.8193146418,35.2305273156935,50.7600752366563,4.5,77.08,43,2593.0,41.8,8.5410942641023,0.000735407480497,2.83970869461772,90.19,98.44,22.1,8.43,0.481293,0.078558,0.110891,0.142047,0.149797
466,520000,贵州,西部,2022,51921,21829.356846473,32.238829947226,50.450765601887,4.5,80.31,43,2608.0,42.1,8.5410942641023,0.0006121816655339,2.0166251948265,93.26,98.88,26.69,14.25,0.501379,0.074129,0.114777,0.125632,0.186841
467,520000,贵州,西部,2023,54172,22993.7904269081,33.5021035833454,51.1994759315842,4.5,81.6,43,2641.0,41.9,8.5410942641023,0.0006426532398043,2.0769863146187,94.8,98.1,25.77,14.25,0.503837,0.077654,0.116561,0.126548,0.183075
468,520000,贵州,西部,2024,58685,23863.9896373057,33.2640339015273,55.5779080694046,4.5,81.6,43,2641.0,41.9,8.5410942641023,0.0006426532398043,2.0769863146187,94.8,98.1,25.77,14.25,0.509591,0.083408,0.116561,0.126548,0.183075
469,210000,辽宁,东部,2007,24022,9534.2019543974,61.3672432947151,40.367462738773,4.3,43.09,44,1809.67892042811,37.5,21.4722799790132,0.0119877188550552,1.74178701793366,91.99,96.94,9.61,10.02,0.354223,0.083561,0.070601,0.096836,0.103224
470,210000,辽宁,东部,2008,28185,11662.5724217845,62.9730244307918,38.3013256218229,3.9,43.09,44,2621.0,38.1,17.4679716915066,0.009318075088361,2.23736086150931,92.38,96.89,9.95,10.58,0.391415,0.085568,0.087176,0.112347,0.106324
471,210000,辽宁,东部,2009,29611,13390.0023036167,59.3209786794612,38.851564877455,3.9,45.54,44,2659.0,38.3,16.9444509468855,0.0082039997815179,2.07687920101104,93.74,97.23,10.41,10.34,0.392881,0.083426,0.090352,0.110457,0.108645
472,210000,辽宁,东部,2010,31888,15743.0857142857,62.7331952362774,37.7474579564345,3.6,48.0,44,2671.0,39.3,15.701229823766,0.0073559148838179,2.42316525962038,94.19,97.44,11.19,9.35,0.41895,0.088414,0.100541,0.1205,0.109495
473,210000,辽宁,东部,2011,37353,18486.6407855675,67.6715695687238,37.8045723300051,3.7,50.72,48,2712.0,39.8,14.2004536866627,0.0068860096973995,1.89971453076795,95.46,98.36,11.27,11.03,0.431516,0.09724,0.106216,0.111748,0.116311
474,210000,辽宁,东部,2012,40778,21266.7428571429,68.1215024821272,39.7364499176406,3.6,52.6,50,2811.0,40.2,13.3774637786717,0.0059315576571831,2.04602739004824,96.02,98.45,11.55,11.11,0.451064,0.102483,0.113943,0.116562,0.118076
475,210000,辽宁,东部,2013,43956,24241.4662084765,64.3359589950398,41.810003748282,3.4,55.09,56,2903.0,40.2,12.2083628337012,0.0053465078505684,2.08930584790146,96.15,98.77,12.09,11.19,0.47184,0.10303,0.129295,0.118595,0.12092
476,210000,辽宁,东部,2014,45915,27207.4346030289,62.8439382815437,44.8668461027579,3.4,58.19,59,2933.0,40.1,13.1270817000155,0.0049666178960036,2.08838123881752,96.19,98.72,12.75,11.79,0.487013,0.107085,0.136585,0.118116,0.125228
477,210000,辽宁,东部,2015,46482,19282.6187183034,47.4693246400289,48.5490071894034,3.4,60.92,62,2876.0,40.3,12.8669539789117,0.0047935953449478,2.60598311767423,94.76,98.84,13.43,12.3,0.487913,0.087088,0.142699,0.129374,0.128753
478,210000,辽宁,东部,2016,47069,19868.5001155535,48.0721883485856,52.3996567365453,3.8,64.96,63,2845.0,36.4,11.1904866985411,0.0020164276081892,1.90585629179438,96.07,98.96,13.01,12.91,0.472639,0.092396,0.138644,0.111962,0.129637
479,210000,辽宁,东部,2017,50221,20167.9035250464,49.0380004180825,52.8363988383349,3.8,68.35,63,2859.0,40.7,11.1904866985411,0.0016088139031023,2.18325128806292,97.14,98.45,13.68,13.23,0.495238,0.09474,0.142708,0.124562,0.133228
