dataset_id,english_file,chinese_file,rows,columns,source_paths,first_year_detected,latest_year_detected,coverage_status,checked_at
MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_cn.csv,8,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_cn.csv,24,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_cn.csv,4464,9,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_cn.csv,12,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_cn.csv,1536,24,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_cn.csv,16,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_cn.csv,27,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_cn.csv,16,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_cn.csv,24,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_cn.csv,27,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_cn.csv,32,19,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_cn.csv,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_cn.csv,11,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_cn.csv,1085,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,1990.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_cn.csv,11,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_cn.csv,558,15,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_cn.csv,1085,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,1990.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_cn.csv,16,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_cn.csv,16,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_cn.csv,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_cn.csv,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_cn.csv,558,25,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_cn.csv,558,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98,data_processed/english/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN_INTERPOLATED.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968,data_processed/english/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
RESILIENCE_PANEL_EN__data__e0964f8e,data_processed/english/RESILIENCE_PANEL_EN__data__e0964f8e_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN__data__e0964f8e_cn.csv,1085,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/resilience_output/RESILIENCE_PANEL_EN.csv,1990.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_cn.csv,9,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_cn.csv,9,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_cn.csv,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_cn.csv,93,11,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,2022.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_cn.csv,93,11,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,2022.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_cn.csv,10,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_cn.csv,2,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_cn.csv,168,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_cn.csv,168,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_cn.csv,168,1,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_Values__Sheet1__011aee64,data_processed/english/SHAP_Values__Sheet1__011aee64_en.csv,data_processed/chinese/SHAP_Values__Sheet1__011aee64_cn.csv,558,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_OUTPUT_CORE/SHAP_Values.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SHAP_Values__Sheet1__69860f95,data_processed/english/SHAP_Values__Sheet1__69860f95_en.csv,data_processed/chinese/SHAP_Values__Sheet1__69860f95_cn.csv,558,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/SHAP_Values.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_cn.csv,10,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_cn.csv,2,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_cn.csv,8,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_cn.csv,2,9,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_cn.csv,1674,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_cn.csv,558,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_cn.csv,2,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_cn.csv,3,7,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_cn.csv,36,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_cn.csv,558,25,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
